life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
62.85,4.77,6.76,4309.4,0.5066,Low
57.7,4.16,4.07,421.17,0.3165,Low
50.1,2.19,6.51,461.59,0.3005,Low
75.96,8.15,14.26,10720.44,0.7405,High
75.79,11.68,11.78,16630.61,0.7803,High
81.98,12.05,17.22,75510.67,0.9433,Very High
78.39,10.58,16.35,69570.93,0.8948,Very High
61.88,5.83,10.0,1553.3,0.5014,Low
73.91,10.11,14.71,19840.38,0.7906,High
62.15,7.55,7.17,1244.19,0.4811,Low
69.26,9.22,13.71,5534.14,0.6813,Medium
56.67,5.68,10.17,1476.76,0.4765,Low
50.97,0.5,7.89,639.86,0.3159,Low
73.31,9.46,10.9,4540.51,0.6636,Medium
63.31,7.72,8.15,2947.38,0.5483,Low
66.76,7.01,10.78,2104.11,0.5609,Medium
53.2,4.74,9.21,1252.99,0.4321,Low
78.67,12.62,18,72974.85,0.9389,Very High
74.78,8.8,14.88,14467.04,0.7648,High
57.2,4.87,5.59,565.78,0.3624,Low
66.14,4.44,10.41,2090.25,0.5224,Low
76.51,12.21,13.2,10437.43,0.7787,High
66.83,11.76,12.55,35505.53,0.7793,High
58.95,2.64,9.1,2073.56,0.454,Low
74.45,7.11,13.77,10803.6,0.716,High
51.31,2.0,3.03,430.96,0.2522,Low
46.69,2.04,7.36,367.88,0.2803,Low
66.14,8.89,13.89,4726.35,0.6558,Medium
85.5,13.38,15.98,65124.11,0.955,Very High
64.69,9.48,13.15,4430.49,0.6449,Medium
45,2.99,7.56,409.53,0.2938,Low
74.58,11.91,12.3,23112.57,0.7989,High
55.3,1.94,8.63,605.85,0.3557,Low
64.16,4.34,9.84,1337.88,0.481,Low
57.61,1.22,10.98,700.68,0.3889,Low
75.09,8.95,11.76,18056.81,0.7464,High
65.11,7.73,12.6,3190.08,0.6043,Medium
60.1,4.12,9.8,1355.92,0.4635,Low
74.01,10.5,17.07,82297.43,0.8815,Very High
55.99,5.43,7.86,1215.65,0.4369,Low
49.62,4.13,5.79,556.61,0.3279,Low
72.7,8.14,13.15,22869.54,0.751,High
84.85,9.88,15.42,29844.67,0.8665,Very High
79.64,11.97,17.0,46541.03,0.9052,Very High
85.97,13.29,15.83,60270.41,0.9486,Very High
75.05,11.35,14.35,67000.62,0.8649,Very High
71.44,8.98,9.53,8090.76,0.6665,Medium
67.68,6.38,9.69,2785.57,0.5621,Medium
69.45,9.82,12.12,11815.8,0.714,High
68.25,5.8,11.08,10386.05,0.6391,Medium
55.22,2.56,7.32,971.09,0.3773,Low
84.13,12.21,15.48,87637.34,0.9382,Very High
61.43,2.74,6.77,1460.06,0.4163,Low
77.29,9.15,15.99,41283.74,0.8438,Very High
50.59,3.17,6.38,550.01,0.3248,Low
73.1,8.47,11.22,9493.81,0.6936,Medium
70.66,9.02,13.55,6920.32,0.6964,Medium
70.18,8.81,11.42,6056.82,0.6637,Medium
79.39,9.92,13.56,18542.78,0.7989,High
70.69,3.74,8.28,1850.83,0.4958,Low
73.39,7.32,11.13,6816.39,0.6617,Medium
84.75,13.36,15.25,60409.82,0.9425,Very High
77.77,11.47,17.67,40885.95,0.89,Very High
72.05,11.88,12.35,9729.64,0.7424,High
63.22,8.67,13.76,8113.58,0.6668,Medium
54.55,6.0,11.83,1022.93,0.4621,Low
67.33,8.33,8.78,3142.84,0.5827,Medium
53.41,8.45,9.67,1785.66,0.4976,Low
63.71,11.62,14.5,18338.74,0.7478,High
82.33,10.57,15.65,29888.99,0.8661,Very High
72.89,8.99,8.89,10092.98,0.6767,Medium
86,14.39,16.88,78487.12,0.9826,Very High
67.89,5.71,7.84,3388.13,0.5429,Low
78.11,11.04,12.62,27196.67,0.8163,Very High
54.98,0.5,5.7,602.63,0.2945,Low
66.5,7.12,10.74,7153.29,0.6275,Medium
73.46,11.55,16.64,33272.96,0.8487,Very High
66.08,6.37,12.47,6235.12,0.6277,Medium
86,13.95,14.91,79413.5,0.9579,Very High
77.24,10.32,15.24,41085.33,0.8501,Very High
61.06,6.32,11.96,6713.18,0.6018,Medium
62.75,4.96,10.26,2503.04,0.5242,Low
67.88,5.88,10.07,4638.16,0.5877,Medium
75.98,12.08,16.63,67757.98,0.9016,Very High
68.53,9.45,15.55,19260.96,0.7624,High
58.13,3.21,11.27,2284.77,0.4883,Low
83.63,11.2,13.61,39116.84,0.8721,Very High
63.49,5.37,10.46,2757.76,0.54,Low
61.0,2.83,9.15,945.96,0.4209,Low
62.25,7.06,13.36,7964.39,0.6388,Medium
56.48,0.5,5.3,615.17,0.2933,Low
66.12,3.11,7.49,2461.42,0.4748,Low
61.73,5.41,10.27,2312.93,0.5215,Low
81.78,12.26,16.1,43835.97,0.9076,Very High
50.21,0.5,9.61,691.4,0.3376,Low
78.35,10.52,14.91,20327.93,0.8199,Very High
54.32,3.43,9.1,603.33,0.3747,Low
78.23,7.0,15.37,32477.94,0.8024,Very High
55.43,4.56,10.47,810.33,0.424,Low
81.84,13.16,13.53,68135.22,0.9141,Very High
56.81,4.37,8.39,1464.59,0.443,Low
58.76,5.53,10.21,1163.15,0.4694,Low
86,13.31,13.89,77518.34,0.9396,Very High
59.18,5.17,11.13,2839.57,0.5274,Low
60.4,6.62,10.03,2939.2,0.5411,Low
85.84,13.34,18,95000,0.9812,Very High
73.59,9.6,13.33,19418.25,0.768,High
57.13,4.35,11.05,1814.02,0.4835,Low
67.4,10.95,12.35,8470.51,0.7022,High
73.48,11.6,18,62390.15,0.8917,Very High
70.6,8.4,11.0,5438.23,0.6503,Medium
50.68,4.75,10.87,1066.1,0.4266,Low
86,14.37,15.48,94732.51,0.9687,Very High
86,14.5,16.67,75906.01,0.9818,Very High
72.19,9.26,14.48,15473.5,0.7576,High
58.63,6.71,8.69,3853.52,0.5343,Low
59.98,4.36,9.06,2160.04,0.4838,Low
73.21,9.43,13.55,12248.63,0.7433,High
77.6,9.2,13.01,14562.49,0.7638,High
73.08,9.18,12.87,8989.97,0.7168,High
79.5,12.83,13.32,29499.55,0.856,Very High
65.23,4.32,10.22,2543.67,0.526,Low
68.45,5.98,10.04,4705.66,0.592,Medium
71.08,7.45,12.03,4372.03,0.6393,Medium
72.57,9.81,13.32,15461.88,0.7543,High
51.16,1.24,6.28,604.44,0.304,Low
69.56,5.82,9.6,5881.59,0.6002,Medium
81.21,11.74,18,75467.02,0.9433,Very High
58.3,3.11,4.58,569.47,0.3295,Low
53.78,1.43,7.65,500.9,0.3205,Low
59.01,7.71,9.97,3441.82,0.5553,Medium
71.98,8.22,11.97,11257.54,0.7021,High
48.64,3.7,7.74,384.19,0.3118,Low
80.91,14.22,11.45,41935.62,0.878,Very High
59.2,7.4,10.45,2901.62,0.5482,Low
71.2,10.95,13.58,13519.75,0.7567,High
68.72,9.98,9.27,11237.41,0.6808,Medium
80.22,9.09,14.53,29740.79,0.8258,Very High
82.53,13.58,16.92,82562.76,0.9611,Very High
82.55,12.05,18,43228.72,0.9265,Very High
68.42,9.82,10.34,4731.4,0.6437,Medium
73.6,11.61,15.41,36006.48,0.8423,Very High
65.37,9.61,13.02,12120.83,0.7014,High
78.03,8.24,14.8,26218.51,0.8016,Very High
66.77,10.88,11.73,21355.47,0.7377,High
72.19,11.24,12.93,22623.68,0.7844,High
64.12,6.69,9.41,2560.56,0.5441,Low
62.09,9.36,11.91,4400.32,0.6196,Medium
67.01,4.6,10.44,4575.66,0.57,Medium
66.18,7.11,10.56,4772.64,0.6036,Medium
62.26,6.52,10.81,4781.69,0.5814,Medium
57.6,4.63,8.62,770.44,0.4127,Low
62.35,0.85,7.58,1040.33,0.3803,Low
84.77,12.48,18,33131.16,0.9284,Very High
60.42,8.14,14.11,4398.06,0.6177,Medium
76.59,10.53,13.56,14284.69,0.7801,High
72.93,4.52,12.99,6443.35,0.6399,Medium
81.11,12.49,16.29,42476.47,0.9073,Very High
65.33,10.02,12.59,11080.0,0.6973,Medium
59.85,7.13,6.31,911.91,0.4388,Low
66.76,8.57,13.97,9346.05,0.6926,Medium
60.61,3.14,13.74,3116.18,0.5405,Low
61.12,3.27,14.65,3008.45,0.5516,Medium
74.41,6.81,15.23,9790.5,0.7223,High
77.94,12.58,13.02,40788.23,0.8582,Very High
63.48,5.28,12.37,2291.53,0.5479,Low
66.97,5.47,11.64,3227.87,0.5767,Medium
54.45,2.01,7.92,885.25,0.3687,Low
76.47,9.81,16.27,49005.94,0.8587,Very High
56.16,0.5,8.26,451.75,0.3148,Low
67.9,4.54,12.93,3083.4,0.5797,Medium
77.34,9.38,13.61,40939.4,0.8211,Very High
78.13,9.3,15.53,33039.65,0.8344,Very High
67.62,7.12,14.25,14485.9,0.7038,High
71.34,9.48,14.1,13984.38,0.7472,High
86,10.44,18,63328.55,0.9384,Very High
75.82,12.27,14.59,26066.85,0.8376,Very High
77.39,7.18,14.15,19188.23,0.7625,High
63.23,1.47,8.96,997.78,0.4099,Low
86,11.42,13.68,53802.57,0.8974,Very High
86,14.5,17.61,89316.99,0.9907,Very High
64.9,7.36,7.77,5339.69,0.5764,Medium
53.27,1.72,9.03,697.55,0.359,Low
78.23,11.02,14.72,20286.6,0.8232,Very High
76.27,12.31,17.03,34309.24,0.8769,Very High
74.26,8.56,11.77,8968.55,0.7029,High
66.31,7.48,10.31,4498.54,0.6032,Medium
77.61,13.64,15.73,54789.82,0.9097,Very High
51.93,5.53,6.37,661.31,0.3699,Low
74.53,8.64,14.31,19109.36,0.7699,High
62.48,8.93,13.92,2409.1,0.599,Medium
78.43,11.2,17.96,77834.21,0.9221,Very High
70.39,10.24,9.56,15260.65,0.7096,High
66.87,7.59,8.0,8216.91,0.6111,Medium
83.09,12.62,14.68,45728.68,0.9062,Very High
56.1,3.5,9.65,613.3,0.3883,Low
79.09,9.68,16.0,19878.68,0.823,Very High
76.36,11.67,15.6,22802.24,0.8363,Very High
85.01,12.08,18,73349.71,0.9654,Very High
80.08,11.06,14.84,31411.22,0.8559,Very High
57.94,3.32,12.98,1620.54,0.4873,Low
47.53,4.3,4.36,507.06,0.3017,Low
80.98,10.73,18,46170.68,0.9068,Very High
58.67,5.55,7.45,1454.51,0.455,Low
61.26,6.44,10.13,9244.69,0.5993,Medium
70.63,7.77,8.91,2880.85,0.5851,Medium
48.38,0.5,4.39,520.99,0.2472,Low
84.49,11.72,18,79317.5,0.9597,Very High
63.53,10.32,13.09,14108.95,0.7076,High
78.48,9.61,15.34,94906.65,0.8757,Very High
80.71,9.56,14.21,22350.72,0.8166,Very High
71.93,9.53,17.08,15311.55,0.7836,High
61.33,6.75,13.71,2956.2,0.582,Medium
54.55,2.27,7.25,574.66,0.3388,Low
75.19,9.65,12.37,23779.39,0.7757,High
75.98,12.99,16.68,37116.14,0.8836,Very High
74.5,11.01,16.69,32384.32,0.8473,Very High
63.75,9.37,13.12,6968.24,0.6634,Medium
64.17,6.97,9.68,4831.8,0.5843,Medium
56.94,3.66,5.93,1355.78,0.4004,Low
67.28,9.33,13.48,6242.03,0.6778,Medium
61.2,5.97,8.83,767.52,0.4425,Low
61.87,5.43,10.08,2021.99,0.5127,Low
69.75,7.91,9.42,3808.57,0.6047,Medium
63.04,5.68,10.8,1838.54,0.5223,Low
57.94,5.34,11.17,1233.16,0.4764,Low
56.66,4.41,8.07,1668.34,0.4464,Low
67.2,4.29,9.36,1836.7,0.5048,Low
69.71,8.37,15.96,25651.16,0.7736,High
52.03,2.68,3.33,426.71,0.2698,Low
85.71,11.12,13.07,44991.07,0.8781,Very High
80.25,14.44,16.05,67941.59,0.946,Very High
61.07,5.51,9.57,2096.54,0.5073,Low
85.7,11.88,15.12,64423.4,0.9273,Very High
60.29,4.91,11.35,4769.59,0.5575,Medium
65.39,7.15,11.62,5302.74,0.6171,Medium
78.99,9.35,15.25,15418.33,0.7978,High
50.18,3.01,8.43,1197.35,0.3877,Low
69.5,4.86,14.64,9958.92,0.6703,Medium
67.73,8.14,10.48,10220.75,0.6609,Medium
66.08,7.04,13.35,8383.89,0.6598,Medium
70.88,9.58,13.6,20128.4,0.7589,High
77.32,12.67,11.57,50969.87,0.8515,Very High
61.87,5.52,9.54,2877.84,0.5275,Low
62.35,6.83,11.16,2392.15,0.5518,Medium
74.28,6.79,13.64,11432.88,0.7126,High
82.23,9.12,12.46,15184.72,0.7787,High
80.23,8.0,13.7,27387.58,0.7982,High
75.18,9.56,15.01,28111.54,0.8102,Very High
45,5.52,6.7,761.29,0.3521,Low
59.84,2.87,5.86,552.94,0.3446,Low
79.78,10.87,16.87,37711.34,0.8815,Very High
73.68,9.53,12.71,13002.6,0.7413,High
70.28,6.8,9.79,2983.49,0.5827,Medium
68.23,9.38,12.48,12079.1,0.7075,High
57.92,7.58,11.47,4484.29,0.5764,Medium
73.32,5.15,12.95,10499.43,0.6742,Medium
48.15,0.95,8.05,675.78,0.3172,Low
55.79,5.85,9.12,1817.91,0.4765,Low
71.54,9.82,14.24,11670.88,0.7442,High
64.91,5.46,11.17,3345.91,0.5649,Medium
71.0,8.29,11.61,5350.31,0.6561,Medium
77.15,11.36,12.17,15430.92,0.7828,High
74.55,11.62,11.42,33160.62,0.8032,Very High
77.18,11.02,14.9,30089.93,0.8398,Very High
79.8,10.65,12.85,46557.93,0.8471,Very High
62.0,4.76,6.43,812.36,0.4101,Low
86,12.68,15.32,42827.13,0.9192,Very High
67.04,9.18,10.76,5618.46,0.6434,Medium
60.25,2.07,10.8,2091.72,0.4717,Low
73.92,6.69,10.66,7213.81,0.6528,Medium
70.44,5.87,10.77,5672.53,0.6164,Medium
75.17,11.16,14.44,28667.58,0.8246,Very High
60.68,3.25,13.61,3409.99,0.5454,Low
64.17,6.17,6.12,1799.96,0.4813,Low
62.63,4.23,6.64,895.14,0.4134,Low
75.36,6.14,15.0,27394.92,0.7657,High
60.44,5.1,12.6,3215.87,0.5535,Medium
52.43,5.71,3,890.09,0.356,Low
83.34,10.73,16.85,27545.3,0.8806,Very High
65.6,7.08,11.19,9288.78,0.6403,Medium
72.05,7.77,12.52,18943.98,0.7273,High
55.01,4.23,9.08,2488.06,0.4684,Low
75.69,9.28,17.31,21278.68,0.8185,Very High
63.05,7.72,8.87,5105.55,0.583,Medium
65.69,8.43,9.82,6656.06,0.6273,Medium
69.61,6.11,14.15,4139.22,0.6351,Medium
59.45,5.28,9.52,1036.27,0.4554,Low
82.25,12.2,12.56,44731.8,0.8737,Very High
76.33,14.5,14.9,60659.01,0.9096,Very High
53.2,3.14,8.32,866.77,0.3825,Low
83.17,14.5,17.16,79113.27,0.9771,Very High
78.72,9.44,13.45,9116.33,0.7512,High
76.63,11.06,12.9,43250.46,0.8343,Very High
59.98,5.73,13.14,3293.6,0.5652,Medium
65.61,5.22,11.39,4394.1,0.5814,Medium
61.98,7.58,12.14,4397.93,0.6015,Medium
75.89,9.47,14.99,35345.48,0.8233,Very High
77.05,7.13,11.72,6040.5,0.6741,Medium
78.92,9.64,16.33,34759.65,0.8532,Very High
73.29,9.52,13.06,10147.21,0.73,High
75.1,8.98,13.11,10657.86,0.7347,High
86,14.28,16.02,52866.08,0.9554,Very High
77.72,13.0,16.14,25518.32,0.8686,Very High
75.07,9.93,18,34375.0,0.8532,Very High
46.99,2.85,7.26,410.05,0.2972,Low
60.38,5.28,9.32,1732.3,0.4883,Low
61.84,5.5,7.9,1678.78,0.4797,Low
71.08,9.07,14.43,11767.71,0.7356,High
58.18,6.21,7.13,2760.39,0.4922,Low
56.2,5.73,5.53,703.92,0.3838,Low
74.85,10.77,16.14,25055.46,0.8284,Very High
60.18,6.63,10.86,4950.79,0.5753,Medium
65.26,4.45,9.01,2079.77,0.503,Low
76.11,12.08,16.85,31304.82,0.8673,Very High
60.91,3.95,11.37,1175.29,0.4715,Low
61.0,9.44,11.84,7367.37,0.6411,Medium
67.84,6.02,11.17,4950.3,0.6052,Medium
77.31,12.49,17.21,55454.08,0.9096,Very High
58.72,4.4,9.32,2675.28,0.4931,Low
72.75,9.64,13.4,22969.8,0.7732,High
51.85,3.11,5.29,928.17,0.3458,Low
80.99,14.5,15.76,78784.0,0.9526,Very High
73.47,10.61,15.92,23237.63,0.8137,Very High
65.51,6.9,10.13,3943.25,0.5836,Medium
45,2.5,5.16,352.69,0.255,Low
79.37,9.41,12.77,47939.62,0.8288,Very High
73.6,9.32,14.46,11073.44,0.7475,High
69.11,11.59,14.19,13461.73,0.7586,High
56.9,1.65,9.95,1053.61,0.406,Low
80.11,12.66,17.75,64691.56,0.9388,Very High
81.16,12.64,14.98,54093.95,0.9082,Very High
75.58,11.64,12.94,21408.55,0.8032,Very High
80.93,10.96,17.06,69762.21,0.9197,Very High
67.41,4.94,8.08,3442.16,0.5333,Low
67.55,8.35,12.65,13950.46,0.7004,High
57.33,3.87,6.24,765.23,0.3766,Low
68.83,6.79,9.31,4471.91,0.5937,Medium
71.27,9.39,11.78,16056.88,0.729,High
76.77,9.54,18,72017.43,0.8921,Very High
68.34,6.72,9.9,3575.81,0.5853,Medium
63.12,2.87,10.21,3193.08,0.5087,Low
64.32,6.67,10.87,4125.0,0.5857,Medium
76.47,8.68,14.16,8663.61,0.7367,High
52.61,3.72,5.88,727.67,0.3509,Low
46.18,3.41,4.95,601.7,0.3015,Low
61.7,6.39,9.8,2803.59,0.5392,Low
48.34,4.91,9.52,490.88,0.3553,Low
72.18,6.72,12.15,11124.59,0.6845,Medium
55.52,2.94,7.05,531.22,0.3434,Low
58.24,2.61,6.6,974.31,0.3797,Low
50.05,1.0,6.23,657.87,0.3006,Low
53.39,1.96,4.91,590.82,0.303,Low
45.06,3.9,7.94,367.29,0.2983,Low
68.35,4.73,8.2,2614.77,0.5209,Low
61.03,5.33,11.01,1265.2,0.4891,Low
51.67,3.18,8.06,1335.14,0.3977,Low
72.55,10.35,14.16,19252.62,0.7799,High
51.58,6.92,9.47,1900.77,0.4743,Low
81.34,10.9,15.14,54948.04,0.8901,Very High
68.22,6.16,9.79,2814.92,0.563,Medium
71.78,5.03,10.53,6532.45,0.6139,Medium
62.9,2.77,6.75,1427.34,0.4202,Low
79.7,9.41,12.49,20466.53,0.7871,High
80.6,11.55,17.63,84809.86,0.9343,Very High
80.34,10.96,15.96,28804.29,0.8627,Very High
55.95,3.75,8.1,962.93,0.4047,Low
61.43,4.63,11.84,3653.2,0.5511,Medium
63.58,6.16,11.11,3098.97,0.5632,Medium
50.96,2.83,8.56,1157.95,0.3883,Low
60.74,6.95,7.86,1021.29,0.4626,Low
69.77,8.38,14.28,6121.8,0.6852,Medium
49.02,0.92,6.43,417.56,0.2722,Low
81.76,13.34,17.26,51853.53,0.9395,Very High
86,11.6,18,53128.41,0.9438,Very High
57.88,5.4,7.05,518.83,0.3791,Low
59.43,7.6,11.49,3052.2,0.564,Medium
49.69,1.86,3.41,484.51,0.2574,Low
68.2,6.48,12.06,1912.73,0.5669,Medium
85.96,11.98,18,82384.17,0.9652,Very High
77.6,10.01,13.32,11721.34,0.7656,High
63.35,7.62,10.84,7184.92,0.6206,Medium
73.31,7.93,13.43,20007.08,0.7479,High
81.3,11.93,16.36,64854.2,0.9228,Very High
77.5,12.27,17.29,37827.73,0.8902,Very High
79.19,13.64,16.79,66515.27,0.9373,Very High
62.4,8.49,8.44,4648.1,0.5806,Medium
60.9,7.0,11.21,3554.24,0.5697,Medium
64.63,7.2,9.17,2836.8,0.5557,Medium
55.52,1.4,4.95,508.33,0.2913,Low
83.69,12.53,17.36,61941.56,0.9496,Very High
55.26,5.28,9.26,942.01,0.4302,Low
55.73,0.5,12.03,1764.25,0.4372,Low
76.34,10.04,13.11,28677.75,0.803,Very High
74.05,11.48,12.31,25023.03,0.7952,High
59.77,6.99,12.26,5823.42,0.5995,Medium
57.92,2.79,5.35,1331.92,0.3807,Low
75.75,8.69,14.74,21360.62,0.7862,High
57.36,1.76,8.56,1296.75,0.4041,Low
65.84,9.54,15.13,10673.42,0.7161,High
53.15,0.5,5.1,481.07,0.2676,Low
68.3,11.03,11.99,15905.66,0.736,High
52.8,0.5,8.78,615.24,0.3305,Low
57.83,4.15,6.82,1980.83,0.4414,Low
85.44,14.21,15.65,79168.93,0.9685,Very High
49.83,2.5,7.82,691.66,0.3429,Low
52.69,3.02,6.37,599.03,0.3355,Low
65.84,5.68,7.78,1223.44,0.4765,Low
74.33,9.47,12.16,14087.75,0.7419,High
78.11,11.92,17.17,47427.57,0.8994,Very High
75.79,8.83,11.89,5027.04,0.682,Medium
51.47,5.24,5.84,1258.45,0.3966,Low
78.84,11.4,15.76,57963.02,0.8927,Very High
51.17,2.51,3.45,489.26,0.2742,Low
75.36,6.14,9.5,7245.87,0.6367,Medium
73.86,13.12,11.42,23105.69,0.801,Very High
73.29,11.8,14.24,17314.09,0.7956,High
63.98,3.31,4.92,1681.05,0.4145,Low
52.79,3.39,9.27,1040.91,0.4044,Low
79.63,13.66,14.53,61635.08,0.9145,Very High
73.95,8.64,8.06,17877.66,0.6931,Medium
70.94,8.06,14.5,9346.12,0.7119,High
58.5,5.93,7.58,2323.48,0.4862,Low
50.29,0.5,4.62,703.85,0.271,Low
79.48,11.55,18,51395.64,0.914,Very High
61.41,3.87,11.66,2544.68,0.5206,Low
60.57,4.41,10.14,1145.44,0.462,Low
57.8,3.95,7.27,1204.52,0.4178,Low
69.68,7.49,9.84,3073.61,0.5914,Medium
62.75,6.33,9.37,2534.13,0.5329,Low
78.16,7.32,11.86,14481.69,0.7278,High
78.74,12.68,16.03,51764.08,0.9047,Very High
78.02,7.07,13.56,28378.65,0.7754,High
45,5.14,6.39,713.44,0.3415,Low
74.93,12.41,14.34,11431.92,0.7891,High
57.94,5.2,9.1,1079.6,0.447,Low
70.68,9.13,8.07,7659.71,0.6464,Medium
55.08,4.7,8.17,880.69,0.4083,Low
57.67,6.54,12.51,2478.28,0.5417,Low
71.73,9.56,13.45,15309.67,0.7481,High
72.8,8.51,7.23,9244.58,0.6457,Medium
84.56,14.5,11.24,31226.82,0.8818,Very High
69.68,6.05,13.1,15311.51,0.6899,Medium
74.85,8.11,14.22,10876.74,0.7354,High
57.61,4.43,7.78,2838.35,0.4739,Low
47.95,2.22,8.83,1731.42,0.3896,Low
79.02,14.15,15.98,41778.16,0.9118,Very High
49.73,3.55,7.36,601.06,0.3421,Low
56.11,1.48,9.2,452.48,0.338,Low
60.49,7.74,9.76,1978.54,0.5297,Low
82.24,11.76,18,83214.19,0.9488,Very High
61.84,7.51,11.86,2127.82,0.5565,Medium
56.25,2.52,7.36,1399.89,0.4003,Low
60.85,5.6,10.01,2190.31,0.5144,Low
55.27,3.5,8.34,1208.32,0.4143,Low
75.27,5.49,12.58,10524.98,0.6828,Medium
72.97,12.2,14.01,22281.07,0.809,Very High
57.75,6.33,7.79,1408.08,0.463,Low
86,12.53,13.72,29063.69,0.8813,Very High
58.93,6.77,11.07,3310.9,0.5527,Medium
81.66,10.91,16.58,24067.62,0.8652,Very High
80.35,11.65,15.93,52476.73,0.9004,Very High
62.51,7.52,10.55,4754.4,0.592,Medium
52.51,3.67,7.61,857.49,0.3784,Low
66.81,5.78,15.32,5130.77,0.6422,Medium
80.73,13.92,15.16,65705.2,0.9323,Very High
73.07,7.31,8.75,4162.02,0.6073,Medium
53.97,4.59,10.6,1011.03,0.4339,Low
61.74,7.77,10.74,5146.82,0.5973,Medium
82.16,11.08,18,64131.12,0.9328,Very High
69.32,6.86,12.08,11118.51,0.673,Medium
64.66,5.97,7.46,3778.99,0.5349,Low
86,11.46,12.78,29307.96,0.8583,Very High
56.55,4.71,9.22,3408.38,0.4984,Low
66.27,5.65,9.13,5734.24,0.5773,Medium
70.5,10.11,10.12,16640.88,0.7185,High
80.29,11.13,14.28,17972.52,0.8235,Very High
54.92,0.5,6.33,935.81,0.3269,Low
84.64,12.78,18,92566.93,0.9729,Very High
64.7,5.76,12.61,7803.72,0.6261,Medium
75.46,10.65,15.61,17196.02,0.8057,Very High
79.05,11.44,16.2,41481.82,0.8827,Very High
62.43,3.97,7.09,1402.48,0.4409,Low
82.07,12.63,14.51,47978.48,0.902,Very High
58.06,4.89,9.38,2400.47,0.4919,Low
52.14,2.49,3,446.76,0.265,Low
52.91,3.04,3,517.86,0.2853,Low
80.77,9.67,13.38,28305.9,0.821,Very High
74.92,2.38,11.82,2151.3,0.5426,Low
72.29,9.67,12.32,16304.31,0.7437,High
47.54,3.72,6.52,504.71,0.3162,Low
48.39,1.72,7.01,1066.47,0.3402,Low
74.77,12.5,13.86,28643.97,0.8326,Very High
68.91,10.6,13.72,3486.46,0.6669,Medium
49.8,2.54,6.75,386.46,0.2942,Low
62.38,5.94,10.32,4262.91,0.5638,Medium
73.38,5.26,14.25,3962.86,0.6388,Medium
81.35,10.71,16.3,58255.91,0.9025,Very High
61.11,6.43,10.78,6673.14,0.5907,Medium
75.99,12.89,11.27,27307.85,0.8154,Very High
54.01,4.09,7.15,903.83,0.3878,Low
57.53,2.13,9.96,1370.76,0.4297,Low
79.97,12.79,16.39,16668.0,0.8566,Very High
57.5,6.13,9.16,1260.02,0.4661,Low
48.47,2.97,9.82,944.44,0.3809,Low
86,10.53,13.5,39597.58,0.8689,Very High
61.87,3.75,8.25,3565.13,0.4975,Low
74.16,6.04,12.33,9028.38,0.6755,Medium
58.64,4.27,9.71,584.69,0.4028,Low
48.78,5.45,9.54,709.32,0.3882,Low
54.64,2.72,8.9,300,0.3104,Low
57.2,7.21,10.14,1898.33,0.5103,Low
71.76,10.1,10.68,9998.31,0.7052,High
62.2,2.59,5.61,875.99,0.3721,Low
74.65,10.38,13.5,8327.95,0.7399,High
66.55,12.85,16.95,14640.79,0.7857,High
67.28,10.16,10.96,18497.22,0.7172,High
66.76,5.98,10.73,2809.33,0.5649,Medium
77.94,7.9,17.47,23319.52,0.8191,Very High
52.29,4.09,10.6,1032.26,0.4225,Low
84.73,11.23,13.92,48036.03,0.8907,Very High
84.85,11.4,15.45,83600.72,0.9311,Very High
77.04,12.44,12.91,18256.77,0.8112,Very High
70.0,8.96,15.94,19434.73,0.7686,High
67.14,7.73,10.54,4239.45,0.609,Medium
56.39,6.04,7.57,858.86,0.4214,Low
70.05,8.95,15.0,20276.03,0.7616,High
76.38,13.73,17.18,66748.39,0.9269,Very High
84.66,13.16,18,76171.01,0.9774,Very High
76.28,8.13,12.14,10175.29,0.7164,High
52.34,4.81,11.16,1386.46,0.453,Low
60.59,3.63,8.43,2455.72,0.4752,Low
78.39,10.54,14.53,38485.57,0.848,Very High
58.23,4.18,6.27,655.31,0.3741,Low
46.13,1.39,5.81,579.13,0.2808,Low
79.73,12.3,13.56,26044.74,0.8469,Very High
71.17,8.6,14.98,7643.62,0.713,High
56.78,3.76,5.94,1021.14,0.3863,Low
73.6,11.06,12.48,28853.48,0.7963,High
82.41,12.45,18,26957.89,0.9057,Very High
54.28,3.44,4.94,971.82,0.3573,Low
56.18,4.09,8.58,917.38,0.4118,Low
86,12.28,13.66,40034.49,0.8937,Very High
60.52,9.67,13.51,7632.76,0.6579,Medium
76.18,12.09,15.35,58647.69,0.8838,Very High
68.55,6.63,14.02,8997.31,0.6767,Medium
69.29,8.58,12.48,6677.77,0.6728,Medium
54.26,6.77,10.43,1049.7,0.4586,Low
56.23,4.99,7.87,1237.16,0.4335,Low
52.55,7.0,8.2,1651.0,0.4607,Low
53.4,5.84,8.12,1564.45,0.4477,Low
81.82,9.99,14.67,24224.67,0.8359,Very High
75.34,7.38,12.32,14668.12,0.7227,High
83.9,13.06,16.34,83295.71,0.9561,Very High
58.25,4.58,9.73,856.44,0.4321,Low
61.1,7.03,10.87,2638.02,0.5513,Medium
45,4.86,5.5,443.05,0.3008,Low
85.3,14.34,15.02,78104.73,0.9638,Very High
61.03,6.96,12.9,4920.21,0.6031,Medium
73.21,8.13,14.37,10223.21,0.7265,High
